1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44
CDS	ECK2411	ptsI	ptsI	ctr	b2416	2532088	2533815	+	(no change)	JW2409	2539512	2541239	+		t	PEP-protein phosphotransferase of PTS system (enzyme I)		E	"90130443 -!- 91100362 -!- 92234940 -!- 10048929 -!- 2411636 -!- 2457575 -!- 2960675 -!- 3290198 -!- 8805571 -!- 9054557 -!- 9298646 -!- 9541412 -!- Reizer, J., Charbit, A., Reizer, A., et al;Genome Sci Technol;1996;1: 53-75"	Cytoplasmic		2.7.3.9		heteromultimer; EIIABCFrv (b2416-b2415-b3900-b3899) -!- heteromultimer; EIIABCmt (b2416-b2415-b2933-b2934) -!- heteromultimer; EIIAga (b0129-b3140-b2416-b2415-b3138-b3139) -!- heteromultimer; EIIAsc (b2415-b2416-b2715) -!- heteromultimer; EIIBCFrw (b2416-b2415-b3950-b3949) -!- heteromultimer; EIIBCGlv (b2416-b2415-b3682-b3683) -!- heteromultimer; EIIBCMalX (b2417-b2416-b2415-b1621) -!- heteromultimer; EIIBgl (b2416-b2415-b3722) -!- heteromultimer; EIIChb (b1736-b1737-b1738-b2415-b2416) -!- heteromultimer; EIIFru (b2416-b2415-b2167-b2169) -!- heteromultimer; EIIGat (b2092-b2093-b2094-b2415-b2416) -!- heteromultimer; EIIGlc (b2416-b2415-b2417-b1101) -!- heteromultimer; EIIGut (b2416-b2415-b2703-b2704) -!- heteromultimer; EIIHrsA (b2416-b2415-b0731) -!- heteromultimer; EIIMan (b2416-b2415-b1817-b1818-b1819) -!- heteromultimer; EIIMtl (b2416-b2415-b3599) -!- heteromultimer; EIINag (b2416-b2415-b0679) -!- heteromultimer; EIISga (b4193-b2416-b2415-b4194-b4195) -!- heteromultimer; EIISgc (b2416-b2415-b4302-b4304-b4305) -!- heteromultimer; EIITre (b2417-b2416-b2415-b4240)	8.A.7; The Phosphotransferase System Enzyme I (EI) Family												COG1080;Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	47831; Enzyme I of the PEP:sugar phosphotransferase system HPr-binding (sub)domain -!- 51621; Phosphoenolpyruvate/pyruvate domain -!- 52009; Phosphohistidine domain	"PF05524;PEP-utilising enzyme, N-terminal;4e-60;codon 2-127 -!- PF00391;PEP-utilising enzyme, mobile domain;1.9e-34;codon 144-225 -!- PF02896;PEP-utilising enzyme, TIM barrel doma;3.1e-194;codon 250-542"	TIGR01417;PTS_I_fam: phosphoenolpyruvate-protein phos;0;codon 2-566		GO:0016052 carbohydrate catabolism	
CDS	ECK2412	crr	crr	gsr -!- iex -!- tgs -!- treD	b2417	2533856	2534365	+	(no change)	JW2410	2541280	2541789	+		t	glucose-specific enzyme IIA component of PTS		E	88058992 -!- 91100362 -!- 92334137 -!- 1606145 -!- 1630305 -!- 1911770 -!- 1961703 -!- 2014267 -!- 2457575 -!- 2960675 -!- 8170944 -!- 8430315 -!- 8764513 -!- 9298646 -!- 9405042 -!- 9600841	Cytoplasmic		2.7.1.69		heteromultimer; EIIBCMalX (b2417-b2416-b2415-b1621) -!- heteromultimer; EIIGlc (b2416-b2415-b2417-b1101) -!- heteromultimer; EIITre (b2417-b2416-b2415-b4240)	4.A.1; The PTS Glucose-Glucoside (Glc) Family												COG2190;Phosphotransferase system IIA components	51261; Duplicated hybrid motif	PF00358;phosphoenolpyruvate-dependent sugar phosph;1.2e-67;codon 39-143	"TIGR00830;PTBA: PTS system, glucose subfamily, IIA com;6.2e-78;codon 23-143"	GO:0005737 cytoplasm	GO:0016052 carbohydrate catabolism	
CDS	ECK2413	pdxK	pdxK	pdxL -!- thiJ -!- yfeI	b2418	2534408	2535259	-	(no change)	JW2411	2541832	2542683	-		e	pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase		E	"8764513 -!- 2457575 -!- 2960675 -!- Reddick JJ, Kinsland C, Nicewonger R, et al;Tetrahedron;1998;54:15983-15991"	Cytoplasmic		2.7.1.35	Zn2+	monomeric multimer; pyridoxamine kinase / hydroxymethylpyrimidine kinase / pyridoxal kinase (b2418)													COG2240;Pyridoxal/pyridoxine/pyridoxamine kinase	53613; Ribokinase-like		TIGR00687;pyridox_kin: pyridoxal kinase;7.7e-37;codon 14-282		GO:0009443 pyridoxal 5'-phosphate salvage	
CDS	ECK2414	yfeK	yfeK		b2419	2535364	2535738	+	(no change)	JW2412	2542788	2543162	+		o	predicted protein		C		Periplasmic																							
CDS	ECK2415	yfeS	yfeS		b2420	2535771	2536505	+	(no change)	JW2413	2543195	2543929	+		o	conserved protein		C		Cytoplasmic																	COG3831;Uncharacterized conserved protein -!- COG4884;Uncharacterized protein conserved in bacteria		PF05406;WGR domain;1.9e-24;codon 1-72				
CDS	ECK2416	cysM	cysM		b2421	2536694	2537605	-	(no change)	JW2414	2544118	2545029	-		e	cysteine synthase B (O-acetylserine sulfhydrolase B)		E	88214333 -!- 90264334 -!- 91042751 -!- 2188958	Cytoplasmic		2.5.1.47		monomeric multimer; O-acetylserine (thiol)-lyase B (b2421)										regulated by attenuation (cysM)			COG0031;Cysteine synthase	53686; Tryptophan synthase beta subunit-like PLP-dependent enzymes	PF00291;Pyridoxal-phosphate dependent enzyme;9.9e-114;codon 4-282	TIGR01138;cysM: cysteine synthase B;8.8e-238;codon 3-292 -!- TIGR01136;cysKM: cysteine synthases;9.6e-206;codon 4-292		GO:0019344 cysteine biosynthesis	
CDS	ECK2417	cysA	cysA		b2422	2537739	2538836	-	(no change)	JW2415	2545163	2546260	-		t	sulfate/thiosulfate transporter subunit -!- ATP-binding component of ABC superfamily		E	90202710 -!- 90264334 -!- 2188958 -!- 7665461	Cytoplasmic		3.6.3.25		heteromultimer; sulfate ABC transporter (b3917-b2423-b2424-b2422) -!- heteromultimer; thiosulfate ABC transporter (b2422-b2423-b2424-b2425)	3.A.1; The ATP-binding Cassette (ABC) Superfamily												"COG1118;ABC-type sulfate/molybdate transport systems, ATPase component"	52540; P-loop containing nucleotide triphosphate hydrolases	PF00005;ABC transporter;8.7e-74;codon 28-213	"TIGR00968;3a0106s01: sulfate ABC transporter, ATP-bin;1.1e-184;codon 3-243"	GO:0005737 cytoplasm	GO:0006790 sulfur metabolism -!- GO:0042493 response to drug	GO:0015419 sulfate-transporting ATPase activity
CDS	ECK2418	cysW	cysW		b2423	2538826	2539701	-	start codon change	JW2416	2546250	2547125	-		t	sulfate/thiosulfate transporter subunit -!- membrane component of ABC superfamily		E	90264334 -!- 2188958	Integral Membrane Protein				heteromultimer; sulfate ABC transporter (b3917-b2423-b2424-b2422) -!- heteromultimer; thiosulfate ABC transporter (b2422-b2423-b2424-b2425)	3.A.1; The ATP-binding Cassette (ABC) Superfamily					6	6	in									GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0006790 sulfur metabolism	
CDS	ECK2419	cysU	cysU	cysT	b2424	2539701	2540534	-	(no change)	JW2417	2547125	2547958	-		t	sulfate/thiosulfate transporter subunit -!- membrane component of ABC superfamily		E	90264334 -!- 2188958	Integral Membrane Protein				heteromultimer; sulfate ABC transporter (b3917-b2423-b2424-b2422) -!- heteromultimer; thiosulfate ABC transporter (b2422-b2423-b2424-b2425)	3.A.1; The ATP-binding Cassette (ABC) Superfamily					6	7	in					"COG0555;ABC-type sulfate transport system, permease component"		PF00528;Binding-protein-dependent transport syst;5.4e-39;codon 56-276	"TIGR00969;3a0106s02: sulfate ABC transporter, per;1e-180;codon 1-269 -!- TIGR02139;permease_CysT: sulfate ABC transporter,;5.5e-157;codon 9-273"	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0006790 sulfur metabolism	
CDS	ECK2420	cysP	cysP		b2425	2540534	2541550	-	(no change)	JW2418	2547958	2548974	-		t	thiosulfate transporter subunit -!- periplasmic-binding component of ABC superfamily		E	90264335 -!- 2188959 -!- 9298646	Periplasmic				heteromultimer; thiosulfate ABC transporter (b2422-b2423-b2424-b2425)	3.A.1; The ATP-binding Cassette (ABC) Superfamily			1-20	338								"COG4150;ABC-type sulfate transport system, periplasmic component"	53850; Periplasmic binding protein-like II	PF01547;Bacterial extracellular solute-binding prot;6.2e-11;codon 6-278	"TIGR00971;3a0106s03: sulfate ABC transporter, sulfate;2.2e-272;codon 13-332"	GO:0042597 periplasmic space	GO:0006790 sulfur metabolism	
CDS	ECK2421	ucpA	ucpA	yfcF -!- yfeF	b2426	2541854	2542645	-	start codon change	JW5394	2549278	2550069	-		pe	"predicted oxidoredutase, sulfate metabolism protein"	in sulfate operon adjacent to transporter CDS	C	97385354 -!- 2188959 -!- 7984428 -!- 9241368	Cytoplasmic																		51735; NAD(P)-binding Rossmann-fold domains	PF00106;short chain dehydrogenase;2.6e-79;codon 31-275				
CDS	ECK2422	yfeT	yfeT		b2427	2542774	2543631	-	(no change)	JW2420	2550198	2551055	-		pr	predicted DNA-binding transcriptional regulator		C		Cytoplasmic						Unclass											COG1737;Transcriptional regulators	53697; SIS domain	"PF01418;Helix-turn-helix domain, rpiR family;2.1e-54;codon 1-113 -!- PF01380;SIS domain;8.3e-24;codon 129-264"				
CDS	ECK2423	yfeU	yfeU		b2428	2543795	2544691	+	(no change)	JW2421	2551219	2552115	+		pt	predicted PTS component		C		Cytoplasmic																	COG2103;Predicted sugar phosphate isomerase	53697; SIS domain		TIGR00274;TIGR00274: glucokinase regulator-related pr;7.6e-237;codon 6-296			
CDS	ECK2424	murP	murP	yfeV	b2429	2544695	2546119	+	(no change)	JW2422	2552119	2553543	+		pt	fused predicted PTS enzymes: IIB component -!- IIC component		C	15060041	Integral Membrane Protein					4.A.1; The PTS Glucose-Glucoside (Glc) Family					10	10	in					"COG1264;Phosphotransferase system IIB components -!- COG1263;Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific"	55604; Glucose permease domain IIB	"PF00367;phosphotransferase system, EIIB;2e-09;codon 11-44 -!- PF02378;Phosphotransferase system, EIIC;4.3e-54;codon 118-401"			GO:0016052 carbohydrate catabolism	
CDS	ECK2425	yfeW	yfeW		b2430	2546124	2547428	+	start codon change	JW5395	2553548	2554852	+		pe	predicted periplasmic esterase	beta-lactamase family	C		Periplasmic							S12 family; non-peptidase homologues (class C beta lactamase)										COG1680;Beta-lactamase class C and other penicillin binding proteins	56601; beta-Lactamase/D-ala carboxypeptidase	PF00144;Beta-lactamase;3e-84;codon 72-443			GO:0016052 carbohydrate catabolism	
CDS	ECK2426	yfeX	yfeX		b2431	2547668	2548567	-	start codon change	JW2424	2555092	2555991	-		d	conserved protein		C		Cytoplasmic																			PF04261;Dyp-type peroxidase family;2.7e-165;codon 14-305	TIGR01413;Dyp_perox_fam: Dyp-type peroxidase fami;7.6e-106;codon 14-305			
CDS	ECK2427	yfeY	yfeY		b2432	2548663	2549238	-	(no change)	JW2425	2556087	2556662	-		o	predicted protein	regulated by sigmaE	C	12900013 -!- 7764507	Outer membrane Lipoprotein								1-27											PF06572;Protein of unknown function (DUF1131);5.3e-171;codon 1-191				
CDS	ECK2428	yfeZ	yfeZ		b2433	2549299	2549748	-	start codon change	JW2426	2556723	2557172	-		pm	predicted inner membrane protein		C		Integral Membrane Protein										4	4	in											
CDS	ECK2429	ypeA	ypeA		b2434	2549735	2550160	-	start codon change	JW2427	2557159	2557584	-		pe	predicted acyltransferase with acyl-CoA N-acyltransferase domain		C		Cytoplasmic																		55729; Acyl-CoA N-acyltransferases (Nat)	"PF00583;Acetyltransf: acetyltransferase, GNAT family;1.8e-20;codon 46-124"				
CDS	ECK2430	amiA	amiA	yfeE	b2435	2550374	2551243	+	(no change)	JW2428	2557798	2558667	+		e	N-acetylmuramoyl-l-alanine amidase I		E	21348478 -!- 6137479 -!- 87242501 -!- 1903834 -!- 8300522	Periplasmic		3.5.1.28															COG0860;N-acetylmuramoyl-L-alanine amidase		PF01520;N-acetylmuramoyl-L-alanine amidase;7.3e-71;codon 118-277	TIGR01409;TAT_signal_seq: Tat (twin-arginine tra;0.046;codon 11-34	GO:0009274 cell wall (sensu Bacteria)	GO:0009252 peptidoglycan biosynthesis	
CDS	ECK2431	hemF	hemF	popB -!- sec	b2436	2551247	2552146	+	(no change)	JW2429	2558671	2559570	+		e	coproporphyrinogen III oxidase		E	12975365 -!- 4567136 -!- 94131946 -!- 99413303 -!- 8300522	Cytoplasmic		1.3.3.3															COG0408;Coproporphyrinogen III oxidase	"52343; Ferredoxin reductase-like, C-terminal NADP-linked domain"	PF01218;Coproporphyrinogen III oxidase;1e-247;codon 1-299		GO:0005737 cytoplasm		
CDS	ECK2432	yfeG	yfeG	eutR	b2437	2552152	2553204	-	(no change)	JW2430	2559576	2560628	-		pr	predicted DNA-binding transcriptional regulator	of ethanolamine degradation	C	10464203	Cytoplasmic						AraC/XylS											COG2207;AraC-type DNA-binding domain-containing proteins	46689; Homeodomain-like	PF00165;Bacterial regulatory helix-turn-helix protei;9.8e-10;codon 244-290 -!- PF00165;Bacterial regulatory helix-turn-helix protei;4.7e-05;codon 296-343			GO:0009310 amine catabolism -!- GO:0006350 transcription	GO:0016563 transcriptional activator activity
CDS	ECK2433	yffI	yffI	eutK	b2438	2553250	2553750	-	start codon change	JW2431	2560674	2561174	-		ps	predicted carboxysome structural protein with predicted role in ethanolamine utilization		C	10464203	Cytoplasmic																			PF00936;Bacterial microcompartments protein fam;4.3e-48;codon 5-90			GO:0009310 amine catabolism	
CDS	ECK2434	eutL	eutL	yffJ	b2439	2553763	2554422	-	(no change)	JW2432	2561187	2561846	-		ps	predicted carboxysome structural protein with predicted role in ethanolamine utilization		C	10464203	Cytoplasmic																	COG4816;Ethanolamine utilization protein		PF06000;Ethanolamine utilisation protein EutL;4.1e-157;codon 1-217			GO:0009310 amine catabolism	
CDS	ECK2435	eutC	eutC		b2440	2554432	2555319	-	(no change)	JW2433	2561856	2562743	-		e	"ethanolamine ammonia-lyase, small subunit (light chain)"		E	"3905806 -!- 10464203 -!- Pennington SJ, Jones PW, Turner JM;Biochemical Society Transactions;1981;9:447"	Cytoplasmic		4.3.1.7		heteromultimer; ethanolamine ammonia-lyase (b2441-b2440)													"COG4302;Ethanolamine ammonia-lyase, small subunit"		PF05985;Ethanolamine ammonia-lyase light chain (EutC;7.7e-146;codon 60-294			GO:0009310 amine catabolism	
CDS	ECK2436	eutB	eutB		b2441	2555340	2556701	-	start codon change	JW2434	2562764	2564125	-	prophage is inserted at 5' region in MG1655 -!- we picked the location predicted in W strain because intact CDS is found in W strain	e	"ethanolamine ammonia-lyase, large subunit, heavy chain"		E	"3905806 -!- 10464203 -!- Pennington SJ, Jones PW, Turner JM;Biochemical Society Transactions;1981;9:447"	Cytoplasmic		4.3.1.7		heteromultimer; ethanolamine ammonia-lyase (b2441-b2440)															PF06751;Ethanolamine ammonia lyase large subunit (Eu;0;codon 25-466			GO:0009310 amine catabolism	
CDS	ECK2437	intZ	intZ		b2442	2556793	2558088	+	(no change)	unique to MG1655	336	336	+	"prophage region -!- MG specific sequence, this region is not found in strain W"	h	CPZ-55 prophage; predicted integrase		C		Cytoplasmic	cryptic prophage CPZ-55 (Eut)													regulated by attenuation (intZ)			COG0582;Integrase	56349; DNA breaking-rejoining enzymes	PF00589;Phage integrase family;2.2e-19;codon 240-407			
CDS	ECK2438	yffL	yffL		b2443	2558279	2558920	+	(no change)	unique to MG1655	336	336	+	"prophage region -!- MG specific sequence, this region is not found in strain W"	h	CPZ-55 prophage; predicted protein		C		Cytoplasmic	cryptic prophage CPZ-55 (Eut)																					
CDS	ECK2439	yffM	yffM		b2444	2559390	2559635	+	(no change)	unique to MG1655	336	336	+	"prophage region -!- MG specific sequence, this region is not found in strain W"	h	CPZ-55 prophage; predicted protein		C		Cytoplasmic	cryptic prophage CPZ-55 (Eut)																					
CDS	ECK2440	yffN	yffN		b2445	2559632	2560015	+	(no change)	unique to MG1655	336	336	+	"prophage region -!- MG specific sequence, this region is not found in strain W"	h	CPZ-55 prophage; predicted protein		C		Cytoplasmic	cryptic prophage CPZ-55 (Eut)																					
CDS	ECK2441	yffO	yffO		b2446	2560133	2560549	+	(no change)	unique to MG1655	336	336	+	"prophage region -!- MG specific sequence, this region is not found in strain W"	h	CPZ-55 prophage; predicted protein		C		Cytoplasmic	cryptic prophage CPZ-55 (Eut)																		PF02178;AT hook motif;0.015;codon 20-32			
CDS	ECK2442	yffP	yffP		b2447	2560546	2561139	+	(no change)	unique to MG1655	336	336	+	"prophage region -!- MG specific sequence, this region is not found in strain W"	h	CPZ-55 prophage; predicted protein		C		Cytoplasmic	cryptic prophage CPZ-55 (Eut)																					
CDS	ECK2443	yffQ	yffQ		b2448	2561599	2561991	+	(no change)	unique to MG1655	336	336	+	"prophage region -!- MG specific sequence, this region is not found in strain W"	h	CPZ-55 prophage; predicted protein		C		Periplasmic	cryptic prophage CPZ-55 (Eut)													regulated by attenuation (yffQ)								
CDS	ECK2444	yffR	yffR		b2449	2562002	2562394	+	(no change)	unique to MG1655	336	336	+	"prophage region -!- MG specific sequence, this region is not found in strain W"	h	CPZ-55 prophage; predicted protein		C			cryptic prophage CPZ-55 (Eut)																					
CDS	ECK2445	yffS	yffS		b2450	2562515	2563354	+	(no change)	unique to MG1655	336	336	+	"prophage region -!- MG specific sequence, this region is not found in strain W"	h	CPZ-55 prophage; predicted protein		C		Cytoplasmic	cryptic prophage CPZ-55 (Eut)																	47413; lambda repressor-like DNA-binding domains				
CDS	ECK2446	eutA	eutA	yffT	b2451	2563503	2564906	-	(no change)	JW2435	2564137	2565540	-		f	reactivating factor for ethanolamine ammonia lyase		E	15466038 -!- 10464203	Cytoplasmic																	"COG4819;Ethanolamine utilization protein, possible chaperonin protecting lyase from inhibition"	53067; Actin-like ATPase domain	PF06277;Ethanolamine utilisation protein EutA;0;codon 2-466			
CDS	ECK2447	eutH	eutH	yffU	b2452	2564903	2566129	-	(no change)	JW2436	2565537	2566763	-		pm	predicted inner membrane protein	homologue of predicted ethanolamine transporter in Salmonella	C	10464203	Integral Membrane Protein										11	10						COG3192;Ethanolamine utilization protein		"PF04346;Ethanolamine utilisation protein, EutH;2e-288;codon 26-408"		GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0009310 amine catabolism
CDS	ECK2448	eutG	eutG	yffV	b2453	2566346	2567533	-	start codon change	JW2437	2566980	2568167	-		pe	predicted alcohol dehydrogenase in ethanolamine utilization	"located within the cchA, cchB, eutE, eutJ, eutG and eutH ethanolamine utilization cluster -!- possible alternative translational start site located at codon 10"	C	10464203																			56796; Dehydroquinate synthase-like	PF00465;Iron-containing alcohol dehydrogenase;2.5e-186;codon 36-396		GO:0009274 cell wall (sensu Bacteria)	GO:0009310 amine catabolism
CDS	ECK2449	eutJ	eutJ	yffW	b2454	2567523	2568359	-	(no change)	JW2438	2568157	2568993	-		pf	"predicted chaperonin, ethanolamine utilization protein"		C	10464203	Cytoplasmic																	"COG4820;Ethanolamine utilization protein, possible chaperonin"					GO:0009310 amine catabolism -!- GO:0006457 protein folding
CDS	ECK2450	eutE	eutE	yffX	b2455	2568370	2569773	-	(no change)	JW2439	2569004	2570407	-		pe	"predicted aldehyde dehydrogenase, ethanolamine utilization protein"		C	10464203	Cytoplasmic																	COG1012;NAD-dependent aldehyde dehydrogenases	53720; ALDH-like	PF00171;Aldehyde dehydrogenase family;6.3e-08;codon 10-438			GO:0009310 amine catabolism
CDS	ECK2451	cchB	cchB	eutN -!- yffY	b2456	2569785	2570072	-	(no change)	JW2440	2570419	2570706	-		ps	"predicted carboxysome structural protein, ethanolamine utilization protein"	EutN	C	10464203	Cytoplasmic																	COG4576;Carbon dioxide concentrating mechanism/carboxysome shell protein		PF03319;Ethanolamine utilisation protein EutN/carbo;2.3e-53;codon 1-87			GO:0006805 xenobiotic metabolism
CDS	ECK2452	cchA	cchA	yffZ -!- eutM	b2457	2570179	2570472	-	start codon change	JW2441	2570813	2571106	-		ps	"predicted carboxysome structural protein, ethanolamine utilization protein"	EutM	C	10464203	Cytoplasmic																	COG4577;Carbon dioxide concentrating mechanism/carboxysome shell protein		PF00936;Bacterial microcompartments protein fam;4.4e-59;codon 15-101			GO:0006805 xenobiotic metabolism
CDS	ECK2453	eutI	eutI	ypfA -!- eutD	b2458	2570511	2571527	-	(no change)	JW2442	2571145	2572161	-		pe	predicted phosphotransacetylase subunit		C	10464203	Cytoplasmic																	COG0280;Phosphotransacetylase		PF01515;Phosphate acetyl/butaryl transferase;1.4e-186;codon 1-320	TIGR00651;pta: phosphate acetyltransferase;4.4e-120;codon 17-320		GO:0009310 amine catabolism
CDS	ECK2454	eutT	eutT	ypfB	b2459	2571524	2572327	-	(no change)	JW2443	2572158	2572961	-		pe	predicted cobalamin adenosyltransferase in ethanolamine utilization		C	10464203	Cytoplasmic																	COG4812;Ethanolamine utilization cobalamin adenosyltransferase	46785; Winged helix	PF01923;Cobalamin adenosyltransferase;7.2e-38;codon 93-250			GO:0009310 amine catabolism
CDS	ECK2455	eutQ	eutQ	ypfC	b2460	2572324	2573025	-	(no change)	JW2444	2572958	2573659	-		d	conserved protein	involved in degradation of ethanolamine	C	10464203	Cytoplasmic																	COG4766;Ethanolamine utilization protein	51182; RmlC-like	PF06249;Ethanolamine utilisation protein EutQ;1.2e-111;codon 85-232 -!- PF05899;Protein of unknown function (DUF861);0.0017;codon 151-223			GO:0009310 amine catabolism
CDS	ECK2456	eutP	eutP	ypfD	b2461	2573000	2573479	-	(no change)	JW2445	2573634	2574113	-		d	conserved protein with nucleoside triphosphate hydrolase domain	involved in degradation of ethanolamine	C	10464203	Periplasmic																	COG4917;Ethanolamine utilization protein	52540; P-loop containing nucleotide triphosphate hydrolases				GO:0009310 amine catabolism
CDS	ECK2457	ypfE	ypfE	eutS	b2462	2573492	2573827	-	start codon change	JW2446	2574126	2574461	-		ps	predicted carboxysome structural protein with predicted role in ethanol utilization		C	10464203	Cytoplasmic																			PF06132;Ethanolamine utilisation protein EutS;2.1e-78;codon 26-135			GO:0009310 amine catabolism
CDS	ECK2458	maeB	maeB	ypfF	b2463	2574120	2576399	-	(no change)	JW2447	2574754	2577033	-		pe	fused malic enzyme predicted oxidoreductase -!- predicted phosphotransacetylase	NAD(P)-linked	C	"36376 -!- Spina J, Bright HJ, Rosenbloom J;Biochemistry;1970;9(19):3794-3801"				Mn2+	"monomeric multimer; malic enzyme, NADP+-linked (b2463)"										regulated by attenuation (maeB)	fused: predicted malic oxidoreductase (aa1-422) -!- predicted phosphotransacetylase (aa423-759)		COG0281;Malic enzyme -!- COG0280;Phosphotransacetylase	"51735; NAD(P)-binding Rossmann-fold domains -!- 53223; Aminoacid dehydrogenase-like, N-terminal domain"	"PF00390;Malic enzyme, N-terminal domain;9.4e-84;codon 19-161 -!- PF03949;Malic enzyme, NAD binding domain;5.5e-133;codon 163-401 -!- PF01515;Phosphate acetyl/butaryl transferase;6.8e-124;codon 429-751"			
CDS	ECK2459	talA	talA		b2464	2576688	2577638	+	(no change)	JW2448	2577322	2578272	+		e	transaldolase A		E	90230300	Cytoplasmic		2.2.1.2															COG0176;Transaldolase	51569; Aldolase	PF00923;Transaldolase;5.3e-186;codon 12-312	TIGR00874;talAB: transaldolase;1e-252;codon 2-316		"GO:0009052 pentose-phosphate shunt, non-oxidative branch"
CDS	ECK2460	tktB	tktB		b2465	2577658	2579661	+	(no change)	JW2449	2578292	2580295	+		e	"transketolase 2, thiamin-binding"		E	93374831 -!- 8396116			2.2.1.1		monomeric multimer; transketolase II (b2465)													COG0021;Transketolase	52518; Thiamin diphosphate-binding fold (THDP-binding) -!- 52922; Transketolase C-terminal domain-like	"PF00456;Transketolase, thiamine diphosphate b;1.4e-257;codon 2-333 -!- PF02779;Transketolase, pyridine binding domai;6.3e-66;codon 354-524 -!- PF02780;Transketolase, C-terminal domain;4e-20;codon 539-654 -!-"	TIGR00232;tktlase_bact: transketolase;0;codon 4-663		"GO:0016052 carbohydrate catabolism -!- GO:0009052 pentose-phosphate shunt, non-oxidative branch -!- GO:0015949 nucleobase, nucleoside and nucleotide interconversion"
CDS	ECK2461	ypfG	ypfG		b2466	2579756	2580799	-	(no change)	JW2450	2580390	2581433	-		o	predicted protein		C										1-21											PF06674;Protein of unknown function (DUF1176);2.8e-216;codon 13-347			
CDS	ECK2462	yffH	yffH		b2467	2580925	2581500	-	(no change)	JW2451	2581559	2582134	-		pe	predicted NUDIX hydrolase		C		Cytoplasmic																1VIU	COG0494;NTP pyrophosphohydrolases including oxidative damage repair enzymes	55811; Nudix	PF00293;NUDIX domain;7e-18;codon 44-184	TIGR00052;TIGR00052: conserved hypothetical protein T;1.3e-120;codon 2-186		
CDS	ECK2463	aegA	aegA	yffG	b2468	2581568	2583547	-	(no change)	JW2452	2582202	2584181	-		pe	fused predicted oxidoreductase: FeS binding subunit -!- NAD/FAD-binding subunit		C	8955321	Cytoplasmic														regulated by attenuation (aegA)	fused predicted oxidoreductase: Fe-S binding protein (aa1-165) -!- NAD/FAD-binding protein (aa181-659)		COG1142;Fe-S-cluster-containing hydrogenase components 2 -!- COG0493;NADPH-dependent glutamate synthase beta chain and related oxidoreductases	54862; 4Fe-4S ferredoxins -!- 51905; FAD/NAD(P)-binding domain -!- 51971; Nucleotide-binding domain -!- 54862; 4Fe-4S ferredoxins	PF00037;4Fe-4S binding domain;4.2e-07;codon 80-103 -!- PF00070;Pyridine nucleotide-disulphide oxidoreducta;1.5e-24;codon 329-631	"TIGR01318;gltD_gamma_fam: glutamate synthase, sm;0;codon 186-653"		
CDS	ECK2464	narQ	narQ		b2469	2583753	2585453	+	(no change)	JW2453	2584387	2586087	+		r	sensory histidine kinase in two-component regulatory system with NarP (NarL)	regulator of nitrate/nitrite response	E	92374842 -!- 1508040 -!- 1528845	Integral Membrane Protein				monomeric multimer; NarQ (b2469)						2	2						"COG3850;Signal transduction histidine kinase, nitrate/nitrite-specific"	55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	"PF00672;HAMP domain;3.7e-15;codon 154-224 -!- PF07730;Histidine kinase;2.2e-20;codon 361-428 -!- PF02518;Histidine kinase-, DNA gyrase B-, and HSP90;5.4e-20;codon 465-558"		GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0009061 anaerobic respiration -!- GO:0006464 protein modification
CDS	ECK2465	acrD	acrD	yffA	b2470	2585617	2588730	+	(no change)	JW2454	2586251	2589364	+		t	aminoglycoside/multidrug efflux system		E	12426336 -!- 20158894 -!- 21450803 -!- 79216220 -!- 10692383 -!- 1644752	Integral Membrane Protein					2.A.6; The Resistance-Nodulation-Cell Division (RND) Superfamily					12	11	in					COG0841;Cation/multidrug efflux pump		PF00873;AcrB/AcrD/AcrF family;0;codon 1-1027	TIGR00915;2A0602: Hydrophobe/Amphiphile Efflux-1 (HAE1;0;codon 1-1037	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0042493 response to drug
CDS	ECK2466	yffB	yffB		b2471	2589269	2589625	+	(no change)	JW2455	2589903	2590259	+		d	conserved protein		C		Cytoplasmic																	"COG1393;Arsenate reductase and related proteins, glutaredoxin family"	52833; Thioredoxin-like	PF03960;ArsC family;6.4e-50;codon 5-116	TIGR01617;arsC_related: conserved hypothetical pro;6.2e-43;codon 2-116		
